subID,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,annualincome,threshold,minincome,maxincome,adj_inc,INR
50,3,3,3,2,2,3,2,1,2,4,2,1,4,2,4,1,3,4,3,2,1,4,2,3,2,4,3,3,2,4,2.633333333,4,4,5,5,5,4,5,2,2,5,4,3,4,5,3,4,5,1,5,3,4,5,1,3,5,4,5,5,5,4,5,5,5,3,3,3,2,5,5,2,5,5,3,5,3.977272727,5,3,1,1,4,3,4,3,4,1,1,3,2,3,4,4,4,2,4,3,1,1,5,5,3,4,3,4,2,1,2.933333333,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
51,2,2,3,4,2,1,3,2,3,2,2,1,2,1,1,2,2,1,3,2,2,2,1,1,2,2,2,2,1,3,1.966666667,3,1,4,1,4,4,5,3,5,5,3,1,4,2,3,3,4,1,2,3,4,5,5,5,2,4,2,4,1,4,4,5,4,5,1,4,1,4,1,4,5,4,2,2,3.25,5,4,4,3,5,4,5,4,5,4,3,4,3,4,4,4,4,3,4,4,5,4,4,5,3,5,3,4,4,3,4,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
52,2,2,2,2,1,3,1,2,2,4,1,2,4,1,2,1,2,1,2,2,1,1,1,1,2,3,2,1,2,2,1.833333333,2,1,4,2,5,4,5,4,1,5,3,2,4,5,5,1,3,2,5,5,4,2,3,3,4,2,3,5,4,5,4,3,4,4,2,2,2,4,5,5,1,3,2,5,3.386363636,5,2,3,5,4,3,3,2,4,3,2,1,4,4,4,1,3,3,4,1,2,4,4,3,3,4,3,2,3,4,3.1,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
53,3,2,2,2,1,4,3,3,3,1,1,1,2,1,3,1,1,2,2,1,1,1,3,1,4,2,2,2,1,2,1.933333333,1,1,5,4,4,3,5,3,1,4,1,1,5,5,4,4,5,2,5,4,5,5,1,1,3,4,1,4,5,3,5,5,3,1,3,2,1,5,5,2,3,5,3,1,3.25,5,4,1,2,3,2,1,4,4,2,5,5,2,3,4,3,5,3,3,3,2,3,3,3,3,2,4,2,4,4,3.133333333,"$10,000 - $19,999",14507,10000,20000,5000,0.344661198
54,2,2,3,2,1,2,2,2,3,3,3,2,3,2,3,1,1,3,2,2,1,2,2,2,2,3,2,3,2,3,2.2,5,4,4,5,5,1,5,2,1,5,4,1,5,4,5,4,5,2,5,4,4,1,5,2,4,4,4,2,4,2,1,5,4,5,5,4,1,4,5,4,5,5,2,5,3.704545455,4,4,4,2,5,2,5,4,4,1,5,5,3,4,4,3,4,1,5,5,5,5,4,4,1,3,5,5,4,5,3.833333333,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
55,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,2,2,2.566666667,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4.454545455,5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,1,5,5,1,5,5,5,1,5,3.133333333,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
56,3,2,3,3,3,2,3,2,3,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,2,2,3,3,2,2.5,4,3,3,2,4,4,3,2,4,3,3,4,4,3,3,3,4,3,3,3,4,3,2,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3.272727273,4,2,3,2,4,2,3,4,3,2,2,3,3,4,3,3,4,3,4,2,3,3,4,3,2,3,4,3,3,2,3,"$110,000-$119,999",18774,110000,120000,115000,6.125492703
57,3,3,3,3,4,4,3,2,1,1,3,3,2,3,2,2,3,4,4,2,3,3,3,3,4,3,2,2,4,3,2.833333333,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,2,4,2,3.181818182,3,3,3,3,3,4,3,3,3,3,2,2,2,4,4,4,4,2,4,2,2,2,4,1,5,2,3,3,2,2,2.9,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
58,2,2,3,3,2,2,3,2,2,4,2,3,2,3,2,1,2,1,2,2,1,3,1,2,3,2,3,2,2,2,2.2,4,4,5,2,2,2,4,4,4,4,4,2,5,2,2,4,4,4,2,2,2,4,4,4,2,4,2,4,4,4,4,4,5,4,4,4,4,4,2,2,4,4,4,4,3.477272727,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,3.7,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
59,1,3,4,4,1,2,1,1,2,3,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,3,1,2,2,1.8,3,2,5,1,5,4,5,5,4,4,4,1,5,2,4,5,5,5,2,4,4,5,5,4,4,4,1,5,2,5,2,5,5,4,3,5,1,5,2,4,1,5,5,5,3.772727273,5,5,3,2,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,4,4,4,4,5,5,5,5,4.533333333,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
60,4,1,3,3,1,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,3,3,2,1,1,1,3,3,2,2.166666667,3,2,3,4,2,4,4,2,4,4,2,1,4,4,4,2,5,4,4,4,4,4,5,4,2,2,2,4,2,4,4,4,4,2,3,2,4,4,1,4,4,4,2,2,3.25,4,4,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,2,2,2,2,3,3,4,4,3,2,2,3.166666667,"$20,000 - $29,999",29854,20000,30000,25000,0.837408722
61,2,2,4,3,1,1,2,2,1,1,1,2,2,2,2,1,3,2,3,1,1,3,1,2,3,3,2,1,1,2,1.9,4,2,4,1,5,5,4,5,5,4,4,1,5,3,5,4,3,5,3,5,4,3,5,3,3,5,1,4,3,4,4,3,5,3,4,5,1,4,2,4,4,5,4,4,3.727272727,5,4,2,1,4,1,5,4,5,1,2,1,1,4,5,4,4,1,5,1,1,2,5,4,1,4,4,4,1,2,2.933333333,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
62,1,3,4,3,1,1,2,3,3,3,2,4,2,2,4,1,2,2,2,3,2,2,1,1,1,2,2,2,3,3,2.233333333,4,4,3,4,4,5,4,1,5,5,4,2,3,4,3,4,3,3,3,2,4,5,3,3,2,2,3,2,3,3,4,3,2,2,2,4,3,2,4,3,5,4,3,3,3.272727273,4,2,2,2,4,2,5,4,4,2,2,2,1,4,4,4,3,2,4,2,2,2,4,3,2,3,4,4,2,1,2.866666667,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
63,2,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,4,3,1,3,1,2,1,2,2,1,2,2,1.933333333,4,3,5,1,5,3,4,3,4,5,5,3,5,3,5,4,4,4,3,5,1,5,5,3,5,4,2,5,3,5,3,4,5,4,2,5,2,5,3,4,4,5,3,4,3.840909091,4,4,2,2,5,3,4,5,4,2,4,2,4,4,4,3,5,2,5,4,2,3,4,5,2,5,5,4,2,3,3.566666667,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
64,1,1,3,1,1,2,2,1,1,2,1,1,1,1,4,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1.433333333,5,1,5,1,5,1,5,5,5,1,5,1,5,4,5,5,4,5,1,4,1,4,5,4,4,5,1,4,4,4,1,4,4,5,4,4,2,4,2,4,5,5,4,5,3.681818182,5,5,1,2,5,1,5,4,4,2,1,1,2,4,4,4,3,2,4,2,2,2,4,4,1,4,4,4,1,4,3.033333333,"$90,000 - $99,999",29854,90000,1.00E+05,95000,3.182153145
65,1,4,3,3,3,4,1,1,1,2,3,2,2,4,3,3,3,3,3,2,4,3,3,3,3,2,3,3,1,2,2.6,5,5,5,4,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,5,4,4,3,3,3,3,4,5,5,4,4,4,5,4,4,2,5,3.590909091,4,2,2,1,5,2,4,3,4,2,1,2,2,4,3,4,4,1,5,1,1,1,5,5,1,5,4,4,2,2,2.866666667,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
66,3,2,3,1,2,3,2,3,3,4,1,3,3,2,4,3,2,2,1,4,2,3,2,2,1,1,2,3,3,3,2.433333333,4,3,4,4,3,4,3,2,3,4,5,4,3,4,4,4,3,2,3,3,3,4,2,3,4,2,3,4,3,3,3,3,4,3,3,5,4,3,3,4,3,3,2,3,3.318181818,3,4,2,2,5,2,3,3,4,2,2,1,1,4,3,4,4,3,4,2,1,2,3,3,2,4,5,4,2,3,2.9,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
67,2,4,4,2,3,4,1,2,2,3,3,2,1,4,1,3,3,4,4,2,2,3,4,3,3,2,3,4,2,2,2.733333333,4,5,4,4,2,3,3,3,4,3,3,4,5,3,4,4,4,5,3,4,4,4,5,4,4,4,1,3,2,2,4,4,3,3,2,4,2,4,3,3,3,3,2,4,3.431818182,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,3,3,4,3,3,4,3,3,2,3.133333333,NA,NA,NA,NA,NA,NA
68,3,2,1,2,1,2,3,2,2,2,2,2,2,1,3,2,3,3,3,1,2,2,1,2,1,2,2,3,2,2,2.033333333,4,5,4,4,3,4,4,2,3,4,2,2,4,4,4,4,5,2,5,4,4,4,2,2,2,3,4,3,5,4,4,4,4,4,4,4,1,4,2,1,2,2,3,1,3.318181818,5,3,3,2,4,2,4,3,4,3,3,2,2,4,4,3,2,2,5,1,3,1,5,4,2,5,2,5,5,2,3.166666667,"$90,000 - $99,999",34337,90000,1.00E+05,95000,2.766694819
69,1,1,1,1,2,4,2,3,3,1,2,1,4,1,1,1,1,3,1,2,1,1,1,1,1,4,1,1,4,2,1.766666667,1,4,5,5,3,5,3,2,1,5,1,1,4,5,5,1,2,5,5,5,5,1,5,1,3,1,4,5,5,5,5,4,5,1,1,1,2,3,5,5,1,3,1,2,3.227272727,5,5,3,3,5,3,4,5,3,4,5,1,3,5,5,3,5,2,3,2,1,5,5,3,3,4,1,3,5,5,3.633333333,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
70,3,3,3,2,1,2,2,2,3,2,2,2,3,3,3,1,1,2,2,3,1,2,2,2,1,2,2,2,3,3,2.166666667,2,3,4,3,3,4,4,3,2,4,2,3,4,4,3,2,4,2,4,2,4,5,2,3,2,4,3,4,4,3,3,5,4,2,4,2,3,4,4,4,3,4,2,2,3.227272727,4,3,2,3,4,3,4,4,4,2,4,2,2,2,3,2,4,3,4,3,2,3,4,4,3,3,4,4,3,3,3.166666667,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
71,3,2,3,1,2,2,2,2,4,4,1,3,2,3,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,2.166666667,4,4,2,4,2,2,4,2,2,2,4,4,4,4,2,1,4,2,2,2,4,4,5,1,4,4,5,2,2,4,2,4,2,2,4,2,2,3,2,5,2,4,4,1,2.977272727,4,2,4,4,4,4,4,5,5,2,5,4,4,4,4,2,2,5,4,2,5,5,1,4,4,2,4,4,4,4,3.7,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
72,3,2,3,3,2,1,2,1,1,2,3,3,4,1,3,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1.866666667,4,4,3,1,4,4,4,4,3,4,3,2,3,4,4,3,4,2,4,4,3,4,2,3,2,3,2,4,4,3,2,4,3,4,3,4,1,4,4,3,5,4,4,1,3.272727273,4,2,3,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,3.7,"$40,000 - $49,999",14507,40000,50000,45000,3.101950782
73,2,1,1,3,1,1,2,2,2,2,3,2,2,1,2,1,1,1,1,2,3,3,1,3,3,1,1,1,2,2,1.766666667,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4.636363636,5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,1,5,5,1,5,5,5,1,1,3,NA,NA,NA,NA,NA,NA
74,2,2,3,2,1,1,3,2,2,2,1,2,2,2,3,1,1,1,1,2,1,1,2,1,1,2,2,1,3,3,1.766666667,1,1,5,1,3,4,4,4,3,4,3,1,5,3,2,3,4,5,1,2,4,5,5,4,2,1,1,5,2,3,4,5,5,3,3,3,1,5,3,3,4,5,5,3,3.25,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,3,3,3,3,4,4,3,4,3,3.6,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
75,2,1,2,2,1,2,2,3,3,2,1,2,2,1,2,3,2,1,2,2,2,2,2,3,2,2,2,1,3,2,1.966666667,5,3,5,4,5,4,5,3,2,4,4,3,4,4,5,5,3,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,3.818181818,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,3.833333333,NA,NA,NA,NA,NA,NA
76,1,1,3,4,2,4,2,3,4,1,2,1,1,3,1,2,3,3,4,2,1,3,1,2,1,3,1,3,2,1,2.166666667,5,4,4,3,5,2,2,4,2,5,4,4,4,5,5,5,2,1,5,5,2,4,5,2,4,5,4,5,4,5,4,2,5,2,2,5,4,5,2,4,5,4,2,5,3.795454545,4,1,2,2,5,2,5,4,4,2,2,1,2,4,5,4,4,2,4,4,4,2,4,3,4,4,4,5,2,4,3.3,"$150,000-$159,999",16072,150000,160000,155000,9.644101543
77,2,2,3,4,2,2,2,1,2,3,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,3,2,3,3,1.933333333,5,4,5,1,4,2,4,4,4,5,4,2,5,2,4,4,4,4,2,3,2,5,4,4,4,3,2,5,2,4,2,5,5,5,3,5,2,4,3,4,3,5,4,4,3.659090909,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3.833333333,"$170,000-$179,999",18774,170000,180000,175000,9.321401939
78,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,4,1,1,1,1.333333333,3,1,5,1,5,5,5,5,5,4,5,2,5,2,5,4,5,5,1,5,1,5,5,5,5,5,1,4,3,5,1,4,5,5,5,5,1,5,1,4,1,5,5,5,3.840909091,4,1,1,1,5,5,4,5,4,1,2,2,2,4,5,5,5,2,5,5,5,5,4,5,1,5,5,5,1,5,3.633333333,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
79,2,1,2,3,1,1,3,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1.466666667,4,1,5,1,4,4,5,5,5,5,5,1,5,1,4,5,5,5,1,4,2,5,5,5,4,4,1,5,1,5,2,5,5,5,2,5,1,5,1,5,1,4,5,4,3.681818182,5,5,3,4,5,5,5,5,5,5,4,3,5,5,5,4,5,3,4,5,5,4,5,5,3,5,5,4,4,4,4.466666667,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
80,2,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,4,1,2,2,4,2,1,3,3,4,2,2,2.4,3,3,4,3,4,4,4,4,3,4,4,4,5,3,5,3,4,5,3,3,4,4,4,3,3,3,3,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,3.431818182,4,2,2,1,4,3,4,4,5,2,1,2,3,3,3,4,5,2,4,2,2,1,4,5,1,4,4,4,3,5,3.1,"$20,000 - $29,999",24755,20000,30000,25000,1.009896991
81,2,4,3,3,1,3,1,3,2,2,4,1,3,3,2,1,3,4,4,1,2,3,1,2,1,3,1,3,4,4,2.466666667,4,4,4,1,5,5,5,1,5,5,4,5,3,4,4,4,2,1,5,5,5,5,1,4,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,4,2,4,5,4.090909091,4,1,2,4,5,1,4,4,4,1,2,4,4,2,4,2,2,4,2,4,4,2,4,5,1,5,4,4,2,5,3.2,"$90,000 - $99,999",12486,90000,1.00E+05,95000,7.608521544
82,3,1,3,1,3,3,3,1,4,4,1,1,3,2,2,1,2,2,1,2,2,1,2,2,2,3,2,1,1,3,2.066666667,1,4,5,2,4,5,4,2,5,5,1,1,4,1,5,3,4,1,2,5,5,3,4,5,3,4,4,3,1,5,4,3,4,5,2,1,4,2,4,5,1,1,1,5,3.25,5,4,2,2,4,4,3,2,4,2,4,4,2,4,4,2,3,3,4,3,3,4,4,4,3,3,2,4,4,4,3.333333333,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
83,3,1,3,2,1,2,2,3,3,3,2,3,3,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,2,4,2.066666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA
84,1,1,2,2,2,3,1,2,3,2,1,1,1,2,3,1,1,2,2,2,1,2,3,1,1,4,2,1,1,1,1.733333333,2,4,5,1,4,1,4,4,2,5,2,1,5,4,4,4,4,5,4,5,5,4,4,4,2,2,2,5,4,5,4,4,4,1,2,2,1,4,4,5,1,4,2,4,3.386363636,5,2,2,5,4,2,4,5,4,2,4,2,4,4,4,2,5,2,4,4,4,4,4,4,4,4,4,4,4,4,3.666666667,"$80,000 - $89,999",14507,80000,90000,85000,5.859240367
85,2,2,2,3,2,2,2,2,3,2,1,2,2,2,3,1,2,2,2,3,1,2,3,1,2,1,2,1,2,3,2,1,2,5,1,2,5,3,5,4,2,2,1,5,2,1,2,5,5,1,1,4,4,5,5,1,1,1,5,3,1,4,4,5,3,4,3,2,3,4,2,4,5,5,1,3.045454545,4,4,3,2,2,3,2,3,4,3,3,4,4,3,2,3,4,3,4,3,3,2,3,2,4,4,3,4,3,4,3.166666667,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
86,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,3,2,2,5,4,5,3,4,2,5,4,3,3,4,1,5,4,4,4,5,4,3,5,1,4,3,3,3,4,3,5,4,3,2,5,5,3,3,5,3,4,3,4,3,4,3,3,3.636363636,5,4,2,5,5,4,5,4,5,4,5,5,5,5,5,4,4,2,2,4,4,5,4,4,3,4,4,4,4,5,4.166666667,"$70,000 - $79,999",39509,70000,80000,75000,1.898301653
87,1,1,4,4,1,1,1,1,1,1,2,2,2,1,1,2,1,1,3,2,1,3,1,2,1,2,2,2,1,1,1.633333333,4,1,5,1,4,3,5,5,5,5,4,1,5,1,4,4,4,5,2,5,2,4,4,5,4,4,2,5,1,5,1,4,5,5,3,5,1,5,1,5,2,5,5,4,3.636363636,3,5,2,3,5,4,5,5,4,5,5,1,5,4,5,4,5,3,5,5,5,5,5,5,3,5,5,5,3,4,4.266666667,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
88,2,2,3,2,2,3,2,2,3,3,2,3,3,1,3,1,3,2,2,2,1,3,2,2,2,2,3,3,2,2,2.266666667,1,3,5,3,3,4,4,3,4,4,3,3,5,4,4,4,3,4,2,2,4,4,4,4,4,2,3,3,4,4,5,4,5,4,3,3,2,4,4,4,4,3,3,4,3.545454545,4,3,2,3,4,2,4,4,3,2,3,2,3,3,4,3,4,3,3,3,2,3,3,3,3,4,4,3,3,2,3.066666667,"$90,000 - $99,999",29854,90000,1.00E+05,95000,3.182153145
89,2,2,2,2,2,4,3,3,3,4,1,3,4,1,3,1,2,2,2,2,2,2,2,1,1,1,2,1,4,3,2.233333333,3,3,4,5,4,3,4,3,4,3,3,1,5,5,4,3,5,4,4,3,3,5,4,1,3,3,3,2,4,3,4,5,3,3,3,5,3,4,2,3,2,5,4,2,3.454545455,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,3,3,4,3,3,3,2,4,3,4,3,3.433333333,NA,NA,NA,NA,NA,NA
90,3,1,2,2,1,4,3,3,2,3,1,1,3,1,3,1,1,1,1,2,1,1,2,1,1,3,2,1,1,3,1.833333333,2,3,3,4,3,5,3,3,2,3,3,2,3,4,4,2,3,3,4,5,4,3,3,3,3,2,3,4,3,3,5,3,3,2,3,2,3,3,4,3,3,3,3,2,3.113636364,4,3,3,3,4,3,3,3,3,3,2,4,3,3,4,4,3,4,3,3,3,3,4,3,3,4,3,3,4,3,3.266666667,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
91,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,1,2,2,2,3,2,2,3,1,3,2,3,3,2,3,2.5,4,2,4,2,3,4,4,4,4,4,4,4,4,3,4,2,4,4,3,4,3,5,2,4,3,4,2,4,3,3,4,2,4,2,4,4,3,2,4,4,4,3,2,3,3.386363636,4,3,2,2,4,3,4,2,4,2,2,2,3,3,4,3,3,2,3,2,3,2,3,4,2,4,4,3,2,2,2.866666667,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
92,1,1,2,4,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,3,2,1,2,2,2,2,1,2,1,1.533333333,4,4,5,1,4,2,5,5,5,5,4,1,5,4,4,3,5,5,4,4,1,4,4,3,4,1,1,5,4,5,4,5,5,4,3,4,1,5,4,5,1,5,2,3,3.681818182,5,3,4,5,5,4,4,5,5,4,5,2,4,4,4,2,5,5,4,5,5,4,5,4,4,5,5,4,2,5,4.233333333,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1.1,1,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,1,1,1,5,5,1,1,1,5,1,1,5,5,5,5,5,1,1,5,1,1,5,5,5,1,3.363636364,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4.6,"$80,000 - $89,999",12486,80000,90000,85000,6.807624539
94,3,3,4,2,3,4,3,2,1,2,3,1,3,4,2,2,4,3,4,2,2,4,2,1,3,2,4,3,3,2,2.7,4,5,4,4,4,5,3,2,3,5,3,2,4,5,4,2,3,1,3,4,4,5,3,4,4,3,3,4,4,3,4,3,4,3,2,3,2,3,3,4,4,3,2,4,3.431818182,4,1,3,2,5,3,2,4,5,2,2,1,2,3,3,5,5,2,4,3,2,1,3,5,3,4,5,4,4,1,3.1,"$400,000-$449,999",12486,4.00E+05,450000,425000,34.0381227
95,2,3,3,3,2,3,1,1,4,2,3,2,3,3,1,2,3,2,3,1,2,3,3,1,4,4,4,2,4,2,2.533333333,3,2,5,1,3,3,5,5,5,5,3,2,5,1,1,5,5,4,4,5,3,5,5,3,2,2,1,5,1,2,3,5,5,5,5,4,1,5,3,3,2,4,1,1,3.363636364,4,4,4,3,4,4,1,5,4,1,5,2,2,2,3,5,2,3,1,5,4,2,4,4,1,1,5,4,1,3,3.1,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
96,1,2,2,3,1,4,1,2,2,1,1,1,2,3,2,1,1,1,2,3,1,1,2,1,1,3,2,1,1,1,1.666666667,4,2,5,5,5,3,5,4,4,4,2,1,5,4,4,4,4,4,5,4,4,5,1,2,4,3,4,5,5,3,4,5,5,4,4,4,3,4,4,4,2,5,4,5,3.886363636,4,5,3,3,5,2,2,4,4,3,4,2,2,3,4,4,4,4,4,3,3,3,4,4,3,1,3,3,2,4,3.3,"$10,000 - $19,999",24755,10000,20000,5000,0.201979398
97,1,1,2,2,1,4,2,3,4,1,4,1,1,2,1,4,2,3,2,2,1,2,4,4,3,4,3,4,2,2,2.4,5,4,5,4,5,4,5,5,1,5,1,1,5,5,5,4,4,2,5,5,2,2,2,1,5,4,1,2,5,5,4,5,5,4,4,5,1,2,5,5,2,5,1,2,3.613636364,5,4,2,3,4,2,4,4,4,2,5,3,2,4,3,2,4,3,3,3,3,2,4,4,4,2,5,2,2,4,3.266666667,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
98,3,2,1,1,2,3,3,2,1,4,3,3,3,3,2,1,2,2,2,2,2,2,3,2,2,2,3,1,2,3,2.233333333,1,3,4,5,4,5,5,2,4,4,5,4,4,5,5,5,5,3,3,4,5,5,1,3,4,1,4,5,4,3,4,4,4,4,4,5,1,3,4,4,2,4,5,4,3.795454545,4,4,3,4,2,2,3,3,5,2,3,2,4,3,3,3,4,3,3,2,2,2,4,3,3,4,3,4,2,4,3.1,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
99,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.266666667,5,1,5,1,5,5,5,5,5,5,5,1,5,1,1,5,5,5,1,5,3,5,5,5,5,3,1,4,1,5,1,5,5,5,5,5,1,5,1,5,1,5,5,5,3.795454545,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,5,5,5,4.533333333,NA,NA,NA,NA,NA,NA
100,2,2,3,3,2,3,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2.166666667,4,3,4,1,4,4,4,3,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,3,4,4,2,4,3,4,2,4,4,2,3.454545455,4,3,2,2,3,4,4,4,4,4,3,4,4,3,4,4,4,2,4,3,4,4,2,4,3,4,4,2,4,2,3.4,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
101,2,1,3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1.6,2,2,4,2,5,4,4,4,5,5,5,1,5,1,4,5,5,5,1,5,4,4,5,5,5,4,1,5,4,5,4,5,5,5,5,4,1,5,2,5,1,5,5,4,3.909090909,4,5,2,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,2,4,4,4,4,5,4.133333333,"$70,000 - $79,999",18774,70000,80000,75000,3.994886545
