subID,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,annualincome,threshold,minincome,maxincome,adj_inc,INR
547,2,2,2,3,2,3,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2.1,4,2,4,3,4,5,5,4,4,4,3,1,4,2,4,4,5,4,4,5,4,5,2,5,4,4,1,4,4,5,5,5,4,4,5,4,2,4,2,4,3,5,4,4,3.818181818,5,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,4,4,3.966666667,NA,NA,NA,NA,NA,NA
548,3,1,2,3,2,1,2,3,2,1,2,2,3,2,3,2,1,2,1,3,1,1,2,1,1,2,2,2,2,1,1.866666667,1,2,4,4,3,3,5,4,2,2,2,1,5,3,2,2,4,5,4,2,4,4,4,2,4,3,2,4,3,4,4,4,4,2,2,2,3,4,4,2,3,4,4,2,3.136363636,5,4,4,4,3,2,4,3,4,3,2,4,2,4,3,2,3,4,3,4,3,4,3,4,4,4,4,3,2,5,3.433333333,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
549,2,1,3,4,1,2,1,1,1,1,2,2,1,1,3,1,2,2,1,1,1,2,1,3,2,2,3,2,1,1,1.7,5,3,5,4,5,1,5,5,4,5,4,1,4,4,4,5,5,2,4,5,1,5,5,4,4,5,5,5,4,5,1,5,5,5,1,5,1,5,1,5,5,5,5,4,4,4,5,3,4,5,4,5,5,5,5,4,3,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,4,4.5,"$50,000 - $59,999",11511,50000,60000,55000,4.778038398
550,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,3,1.733333333,1,3,4,1,4,5,3,2,4,4,3,1,5,3,4,2,3,3,3,4,5,2,1,3,4,1,4,3,3,3,5,3,4,4,2,1,3,4,3,4,2,3,3,1,3.022727273,4,3,2,3,4,3,4,3,4,3,3,2,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,3.333333333,"$10,000 - $19,999",11511,10000,20000,5000,0.434367127
551,3,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,4,2,2,1,3,2.533333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
552,2,2,3,2,2,2,1,2,2,3,2,3,3,2,3,1,2,4,2,3,2,2,3,2,2,2,2,2,4,3,2.333333333,4,4,4,2,3,3,3,4,3,3,4,1,5,4,3,4,2,4,3,3,3,4,3,4,2,3,3,4,2,3,3,5,3,3,3,4,1,4,3,3,5,4,2,2,3.227272727,4,4,2,3,4,2,4,4,4,2,3,3,4,4,4,3,4,4,4,3,3,3,3,2,3,5,4,4,2,3,3.366666667,"$50,000 - $59,999",12486,50000,60000,55000,4.404933526
553,2,1,3,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,3,2,1,2,1.6,2,1,5,1,5,4,5,5,5,5,4,1,5,1,5,5,5,4,2,4,4,5,5,5,5,3,1,5,2,5,3,5,5,5,2,4,1,5,2,5,2,5,4,5,3.795454545,5,4,2,4,4,4,5,5,5,4,5,2,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4.133333333,"$130,000-$139,999",16072,130000,140000,135000,8.399701344
554,2,1,1,2,2,3,2,2,3,3,4,2,3,2,2,1,2,2,2,2,1,3,2,3,4,2,2,4,2,2,2.266666667,1,3,5,4,3,4,4,2,1,5,4,2,5,4,4,3,3,2,5,4,5,5,2,2,3,3,4,5,4,3,5,5,5,4,5,3,3,4,5,3,3,4,1,3,3.568181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$30,000 - $39,999",24755,30000,40000,35000,1.413855787
555,2,2,2,2,1,2,2,2,3,4,1,3,2,1,3,1,1,2,2,3,1,2,2,3,2,1,2,1,2,2,1.966666667,3,3,5,1,4,3,5,4,2,4,3,1,5,3,3,3,5,5,4,4,4,5,2,3,4,3,2,5,1,3,4,5,5,2,1,3,1,3,3,3,3,5,4,1,3.295454545,4,4,4,4,3,3,2,4,2,3,4,2,3,4,4,4,4,2,3,3,4,4,4,4,3,3,4,3,3,3,3.366666667,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
556,3,1,1,1,2,4,3,3,3,4,3,2,4,1,3,1,1,2,1,3,1,1,2,1,1,4,2,3,3,2,2.2,1,4,4,5,3,3,4,5,1,2,1,1,5,5,3,1,2,4,5,3,5,1,3,1,3,1,3,4,5,4,5,5,3,1,5,1,1,3,5,4,1,4,1,3,3.045454545,5,3,3,4,4,3,2,4,4,2,5,3,3,3,3,2,4,5,3,3,2,2,4,3,5,4,4,3,2,4,3.366666667,"$60,000 - $69,999",53155,60000,70000,65000,1.222838867
557,3,2,2,1,2,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,1,4,4,2,4,2,2,4,2,3.066666667,1,1,1,5,1,4,3,2,3,1,1,4,1,5,1,1,1,1,5,1,5,1,1,1,1,1,5,1,5,1,4,1,1,1,5,1,4,2,5,3,4,1,1,1,2.25,4,1,2,2,2,1,1,5,1,1,5,5,1,1,5,1,1,5,4,1,5,5,3,1,1,3,2,5,5,1,2.666666667,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
558,1,2,2,3,2,2,1,2,2,2,3,2,1,2,3,1,2,3,2,3,2,3,2,1,1,2,2,2,2,2,2,5,3,4,2,4,2,4,3,3,5,4,1,5,4,3,5,4,4,3,5,2,5,3,4,4,4,2,4,4,5,3,5,5,4,3,5,3,5,2,4,2,5,3,3,3.681818182,5,3,2,3,5,4,4,4,4,3,5,4,4,5,4,3,4,3,3,4,4,3,4,4,2,4,4,3,4,4,3.733333333,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
559,1,2,2,3,2,2,1,2,2,4,1,1,1,2,2,1,1,1,1,1,1,2,1,3,3,2,2,1,2,1,1.7,2,1,5,3,4,4,4,5,4,4,2,1,5,5,4,4,5,5,5,5,4,5,5,5,4,2,4,5,4,4,4,5,5,5,5,3,1,5,4,5,1,5,4,5,4,5,2,4,5,5,4,3,5,5,2,4,5,3,4,4,4,5,4,4,4,5,4,5,4,4,5,5,3,4,4,4.133333333,"$100,000 - $109,999",18774,1.00E+05,110000,105000,5.592841163
560,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,3,1,1,2,2,1,2,2,1.8,4,5,4,4,5,4,4,4,2,4,3,2,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,5,4,2,4,4,2,4,5,4,4,5,4,2,3.818181818,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4.166666667,"$80,000 - $89,999",16072,80000,90000,85000,5.288700846
561,2,1,1,3,2,3,1,1,3,1,4,2,1,1,4,1,2,4,2,4,1,2,4,2,2,2,2,2,4,2,2.2,3,4,5,4,3,5,5,5,2,4,3,1,5,4,3,2,5,5,5,3,5,5,5,5,2,1,3,5,4,3,5,5,5,4,5,3,1,4,5,3,3,5,2,2,3.772727273,5,4,2,5,5,2,5,5,4,2,5,5,4,4,4,2,5,5,4,4,2,4,5,4,2,2,5,5,3,3,3.866666667,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
562,1,2,4,3,1,3,2,2,1,2,3,1,2,2,2,1,3,3,3,1,1,2,3,2,1,3,3,3,1,1,2.066666667,4,2,5,2,5,4,4,4,4,5,4,2,5,4,5,4,3,4,3,5,4,5,4,4,5,4,4,4,2,4,3,4,4,4,3,4,4,4,3,4,5,5,4,4,3.931818182,5,3,1,1,5,4,4,4,4,2,2,2,4,4,5,5,4,1,4,2,4,2,4,5,2,4,4,5,2,4,3.4,"$50,000 - $59,999",29854,50000,60000,55000,1.842299189
563,3,3,3,1,1,2,4,3,2,4,1,2,4,2,4,2,4,2,3,3,2,2,3,1,1,2,1,1,2,4,2.4,5,4,3,5,2,3,4,4,2,4,3,4,4,4,2,2,4,5,5,2,4,5,3,2,2,4,2,2,4,4,4,2,3,1,4,5,4,2,5,2,3,4,5,4,3.431818182,4,3,2,3,2,2,2,3,2,4,4,3,4,4,2,4,1,4,3,2,2,2,2,2,4,2,2,3,2,3,2.733333333,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
564,1,1,1,1,4,4,2,1,2,1,2,1,4,2,1,4,2,2,2,1,3,2,1,4,3,4,1,2,3,1,2.1,5,5,4,5,5,4,4,5,1,5,3,4,4,5,5,4,1,2,5,5,4,1,3,2,5,4,5,4,5,5,5,1,3,3,1,4,5,3,5,5,1,3,4,4,3.772727273,4,2,3,5,3,1,2,4,2,2,4,5,2,4,4,4,4,4,3,2,4,2,4,5,5,3,5,5,1,4,3.4,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
565,2,2,3,2,2,2,1,2,2,2,1,3,3,2,4,1,2,1,2,2,1,2,1,1,1,2,2,1,3,2,1.9,2,2,4,2,4,4,4,4,4,3,4,2,5,2,4,4,4,1,2,4,4,4,4,4,4,2,2,4,2,4,4,4,5,4,4,2,2,4,2,3,2,4,4,4,3.340909091,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,2,4,4,3.7,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
566,2,2,3,2,2,4,2,1,2,3,3,1,2,2,2,1,2,2,2,2,1,2,1,1,4,3,3,3,3,2,2.166666667,5,4,5,5,5,3,5,2,4,5,4,1,5,4,5,5,5,2,5,5,2,4,2,5,5,4,4,5,2,5,4,5,4,5,5,5,2,4,4,5,5,5,3,4,4.136363636,5,3,4,4,3,3,4,3,4,2,4,4,2,2,2,3,4,2,4,3,2,4,3,4,2,4,4,2,2,2,3.133333333,"$90,000 - $99,999",14507,90000,1.00E+05,95000,6.548562763
567,2,2,3,2,1,1,2,2,2,3,2,2,2,2,3,1,2,2,2,2,1,2,2,2,3,2,2,2,1,2,1.966666667,2,3,5,2,5,4,4,5,3,4,4,1,5,4,4,4,2,4,4,4,4,4,5,4,4,3,2,5,4,4,2,4,4,4,2,3,2,5,1,4,2,4,4,2,3.522727273,4,4,3,3,4,4,4,5,5,4,5,4,3,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3.866666667,"$20,000 - $29,999",11511,20000,30000,25000,2.171835635
568,2,1,3,2,1,1,3,3,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,3,1.766666667,2,2,5,1,4,4,5,5,5,5,4,1,5,1,5,4,5,5,3,5,4,4,5,5,4,3,2,5,2,4,5,5,5,5,1,4,1,5,1,4,3,4,4,3,3.727272727,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3.8,"$90,000 - $99,999",12486,90000,1.00E+05,95000,7.608521544
569,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,3,1,2,2,1,3,1,1.533333333,2,4,5,2,4,4,4,5,4,5,5,1,5,1,4,3,2,5,4,2,4,4,5,5,3,4,3,5,2,4,4,5,5,5,4,4,1,5,2,4,2,4,4,3,3.681818182,5,4,3,4,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4.1,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
570,2,2,3,4,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,3,1,2,2,1.833333333,5,1,5,1,2,4,5,2,5,4,4,1,5,4,4,4,5,2,4,2,1,5,5,5,4,4,1,5,4,4,1,5,5,5,5,5,1,5,2,5,4,5,4,2,3.659090909,5,4,4,2,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4.066666667,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
571,2,2,1,2,2,2,2,2,3,3,3,3,4,1,4,2,1,2,1,3,2,1,2,2,1,3,1,3,2,2,2.133333333,3,3,4,5,3,3,2,3,1,4,2,2,4,4,3,4,3,4,5,5,3,2,2,1,4,4,2,1,4,5,4,4,5,2,2,3,3,1,3,4,1,2,1,5,3.068181818,4,2,3,3,4,1,3,3,4,3,5,3,1,2,4,1,4,2,3,4,4,1,3,3,4,2,3,4,3,5,3.033333333,NA,NA,NA,NA,NA,NA
572,2,2,2,3,2,3,2,2,2,3,4,2,2,2,3,1,2,3,2,2,1,2,1,2,1,4,2,2,3,3,2.233333333,5,4,4,4,3,5,4,2,3,5,5,1,5,5,5,5,5,3,5,5,2,4,2,2,3,1,3,3,5,5,4,5,4,3,4,4,3,4,5,4,5,5,1,3,3.795454545,5,4,3,5,4,3,4,5,4,3,4,3,4,4,4,3,4,5,4,3,3,3,2,4,4,4,4,5,3,4,3.8,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
573,2,2,2,3,1,2,1,1,2,1,1,2,1,1,3,1,1,1,2,2,1,2,1,1,1,2,2,1,2,3,1.6,2,1,5,1,4,3,5,5,5,5,3,1,5,2,3,4,5,5,3,3,3,5,5,5,2,2,1,5,1,4,2,5,4,5,2,4,1,5,2,3,2,5,4,4,3.431818182,5,4,3,3,4,5,4,4,4,4,5,4,5,4,5,4,4,3,5,4,5,4,4,4,3,5,3,4,5,4,4.133333333,"$110,000-$119,999",16072,110000,120000,115000,7.155301145
574,3,2,1,2,2,2,2,2,2,3,3,2,3,2,4,2,2,3,2,2,2,2,2,1,2,2,2,3,3,3,2.266666667,4,3,4,4,3,4,3,2,2,4,2,2,4,4,3,3,4,2,4,2,3,4,3,3,2,3,4,4,4,4,4,4,3,2,3,3,2,4,3,2,3,4,1,2,3.113636364,4,3,2,4,2,3,4,4,4,2,3,3,3,4,3,3,3,3,2,3,2,3,4,3,4,3,4,2,3,2,3.066666667,"$60,000 - $69,999",34337,60000,70000,65000,1.893001718
575,3,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,1,2,3,1,4,2,2,2,3,2,3,2,3,2.466666667,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,3,1,4,3,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,2,4,3.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$20,000 - $29,999",24755,20000,30000,25000,1.009896991
576,2,2,3,3,1,1,2,1,2,2,3,2,2,2,4,1,2,2,2,2,1,3,2,1,2,2,3,2,3,4,2.133333333,4,2,4,1,2,4,5,4,2,2,2,1,5,4,2,2,5,5,5,2,4,5,4,2,2,4,1,4,4,3,5,5,4,2,5,2,1,5,4,1,4,5,4,1,3.272727273,5,3,1,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.7,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
577,2,1,2,4,1,1,2,2,1,3,2,3,4,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,3,3,1.966666667,1,1,5,1,4,5,5,5,4,4,4,1,5,1,3,4,5,5,1,4,5,5,3,4,3,3,1,5,1,4,5,5,5,4,5,1,1,5,2,4,3,4,5,4,3.522727273,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,3,3,5,4,5,5,5,1,1,5,5,3,5,4.1,"$10,000 - $19,999",24755,10000,20000,5000,0.201979398
578,1,1,2,3,1,1,2,2,1,4,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1.4,1,1,5,1,5,4,5,5,5,4,4,1,5,1,4,4,5,5,1,1,2,5,5,5,4,5,1,5,1,4,1,5,5,5,3,5,1,5,1,3,4,5,5,3,3.522727273,5,5,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,4,4,5,4.633333333,"$30,000 - $39,999",39509,30000,40000,35000,0.885874105
579,2,2,2,3,1,3,3,2,2,3,2,2,3,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,4,3,2.066666667,4,1,5,4,4,3,5,5,4,5,4,1,5,3,4,4,5,4,3,4,3,1,5,1,5,1,2,5,4,4,1,5,5,4,3,5,1,3,1,4,2,5,5,3,3.522727273,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,4,3,4,4,4,4,3.9,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
580,2,2,2,1,2,3,2,2,3,2,3,3,2,2,2,1,2,3,2,2,1,2,2,2,1,1,2,2,2,2,2,4,2,4,4,4,4,5,5,2,4,3,3,4,5,3,3,5,5,4,2,3,5,4,4,3,4,3,3,4,2,2,4,4,4,4,4,3,3,2,3,4,4,4,2,3.568181818,4,4,2,3,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,3,5,4,2,2,4,4,4,4,4,3.8,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
581,2,3,4,3,3,2,2,2,2,2,4,2,2,3,3,2,3,3,4,2,2,1,2,3,2,2,3,3,1,2,2.466666667,4,4,5,5,4,3,4,1,5,4,3,4,4,4,3,4,4,3,3,4,3,3,2,3,4,4,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3.477272727,3,3,3,2,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2.8,NA,NA,NA,NA,NA,NA
582,1,1,3,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1.466666667,1,4,5,1,2,5,4,5,2,4,2,4,5,4,4,1,2,5,2,4,4,2,5,4,4,5,4,5,2,2,2,3,5,4,2,1,4,5,2,4,4,4,4,1,3.363636364,5,4,4,5,5,4,5,5,5,5,4,3,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4.666666667,"$80,000 - $89,999",18774,80000,90000,85000,4.527538085
583,1,1,1,3,1,2,1,2,3,2,4,1,3,1,1,2,2,3,1,1,2,2,3,1,1,2,3,4,4,3,2.033333333,4,5,5,5,4,5,5,4,1,5,1,1,5,5,5,1,4,5,5,4,4,5,4,1,4,1,4,4,4,5,5,5,5,2,1,2,1,5,5,5,2,5,1,2,3.659090909,4,5,1,5,5,1,4,5,5,1,5,5,4,5,5,2,4,5,4,4,2,4,5,5,1,5,5,4,3,5,3.933333333,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
584,2,1,2,3,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,3,2,1,3,2,1.766666667,4,4,4,4,5,4,4,4,4,5,3,3,5,4,5,4,3,2,4,5,4,3,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,3,2,5,4.090909091,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,3,4,3.766666667,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
585,1,1,4,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,1,1,3,1.433333333,4,4,5,4,4,3,4,5,2,5,3,1,5,5,4,5,4,5,5,5,3,4,3,3,4,4,4,5,1,5,4,5,5,5,5,4,1,5,3,4,1,4,5,4,3.931818182,5,4,3,4,5,4,5,5,5,5,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,5,4,4,4,4,4.166666667,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
586,2,1,3,2,2,1,2,2,2,1,1,2,4,2,3,2,2,2,2,3,1,2,1,2,1,2,2,2,1,2,1.9,2,3,4,4,3,4,4,3,3,3,2,1,5,3,3,3,4,2,2,1,2,5,4,4,3,3,2,4,4,4,2,4,4,3,4,3,2,4,3,3,2,4,3,1,3.090909091,4,3,2,3,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3.566666667,"$60,000 - $69,999",14507,60000,70000,65000,4.480595575
587,2,1,1,2,1,2,2,2,2,2,3,2,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,3,2,1.733333333,2,2,4,3,4,4,4,4,3,5,3,3,4,4,4,4,3,4,3,4,2,4,4,2,4,4,3,4,4,4,4,4,4,3,5,3,2,4,3,4,2,4,4,3,3.522727273,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3.8,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
588,2,2,3,3,1,3,3,1,2,4,4,1,3,1,2,3,2,1,3,2,2,3,1,1,4,2,2,4,1,1,2.233333333,4,2,5,1,5,4,5,5,5,5,5,1,5,4,5,5,5,4,4,4,2,5,4,4,5,5,1,5,2,5,5,5,5,5,4,5,1,5,4,5,1,5,4,5,4.090909091,5,4,1,2,4,5,4,4,4,4,5,2,3,3,4,4,5,2,4,4,4,5,5,5,3,2,4,4,4,4,3.766666667,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
589,2,2,1,2,1,2,1,1,1,2,4,2,1,1,4,1,2,2,1,2,1,2,3,1,1,2,1,4,2,1,1.766666667,2,1,5,3,5,5,5,5,4,5,2,1,5,4,5,4,5,4,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,4,4,1,3,5,4,5,3,5,5,4,4.159090909,5,2,3,3,5,3,5,3,4,4,5,2,3,3,5,4,5,1,5,3,1,5,4,5,4,5,3,2,2,5,3.633333333,"$10,000 - $19,999",34337,10000,20000,5000,0.145615517
590,1,1,1,3,4,3,1,3,4,2,4,4,3,3,4,1,2,4,3,4,1,1,4,1,2,1,3,4,2,4,2.6,1,3,3,5,3,1,5,5,1,3,3,1,2,3,1,1,4,5,3,4,3,5,3,1,1,1,1,1,1,2,4,5,4,3,3,1,1,4,5,1,3,1,1,1,2.568181818,5,5,2,1,5,3,4,3,4,5,3,2,1,4,3,4,5,2,3,2,3,3,4,3,1,3,4,5,1,1,3.133333333,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
591,1,1,3,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1.466666667,2,4,5,2,5,4,3,5,2,4,3,1,5,4,4,2,3,5,4,4,2,4,5,2,4,5,4,5,1,4,2,3,5,4,4,4,4,5,4,4,3,4,2,3,3.590909091,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,5,5,4,2,5,5,4,4,4,5,4,4,3,5,4.2,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
592,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,3,2,1.533333333,4,1,5,2,5,5,4,5,2,5,5,1,5,3,5,3,1,5,5,5,4,1,5,3,4,3,3,5,5,5,5,5,5,1,5,3,1,5,4,4,3,5,5,3,3.818181818,5,2,3,4,5,4,4,5,4,3,5,5,5,5,4,3,4,4,4,4,4,4,4,3,4,2,4,2,4,5,3.933333333,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
593,2,1,2,3,1,2,2,2,2,2,2,3,3,1,3,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,1.733333333,2,2,4,1,3,4,5,4,3,3,4,1,5,2,3,3,5,5,2,3,5,5,5,5,3,1,1,5,3,3,5,4,5,3,3,3,1,4,2,3,4,4,4,1,3.318181818,5,4,2,3,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,4,3,4,3,3,4,3,4,3,3.533333333,"$100,000 - $109,999",29854,1.00E+05,110000,105000,3.517116634
594,1,2,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,3,2,1,3,2,3,1,4,1,1.966666667,5,4,5,1,5,4,5,2,2,5,5,1,5,4,4,4,4,4,2,2,4,5,5,2,3,4,4,5,3,5,4,3,3,3,2,3,3,4,4,4,4,4,3,5,3.681818182,4,3,2,3,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,2,4,5,2,4,4,4,5,4,3.833333333,"$120,000-$129,999",18774,120000,130000,125000,6.658144242
595,3,3,2,2,3,4,2,4,4,3,2,3,4,1,4,3,3,1,1,4,1,4,4,4,4,4,1,2,4,1,2.833333333,5,1,3,2,4,1,4,2,1,4,5,1,3,5,5,5,3,1,2,5,4,5,1,1,4,1,1,3,4,5,4,5,4,1,2,4,1,4,5,4,1,5,1,5,3.113636364,4,3,2,4,2,3,1,4,5,1,1,5,4,3,4,1,4,2,2,3,4,3,5,2,1,2,4,4,3,3,2.966666667,"$70,000 - $79,999",29854,70000,80000,75000,2.512226167
596,1,1,4,4,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,3,1,2,3,1.566666667,1,1,5,1,4,5,5,5,5,3,5,1,5,1,5,5,5,5,1,4,5,5,5,5,4,4,2,5,1,4,1,5,5,5,5,2,1,5,1,3,3,5,5,4,3.681818182,5,5,2,5,4,5,4,5,5,5,2,5,5,4,4,1,5,5,5,5,5,4,5,5,1,4,5,5,4,3,4.233333333,"$20,000 - $29,999",11511,20000,30000,25000,2.171835635
597,2,1,1,2,2,3,2,3,3,4,3,2,3,2,3,2,1,1,1,3,1,2,3,1,2,3,3,2,3,3,2.233333333,3,1,4,5,4,4,3,4,1,3,2,1,4,4,3,3,4,4,5,3,4,5,5,2,3,2,1,3,4,3,4,5,4,4,4,4,1,4,4,3,4,5,2,2,3.340909091,4,4,4,4,4,2,4,4,4,2,4,3,3,4,4,2,4,4,2,2,3,3,4,2,3,5,4,4,4,4,3.466666667,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
